host_since,neighbourhood,city,accommodates,price
2016-01-24,Opera,Paris,5,250
2016-02-17,Observatoire,Paris,2,90
2016-11-06,Vaugirard,Paris,2,80
2016-11-14,Vaugirard,Paris,4,110
2017-03-02,Temple,Paris,5,330
2012-10-08,Popincourt,Paris,3,65
2016-06-18,Hotel-de-Ville,Paris,2,100
2017-08-27,Vaugirard,Paris,4,125
2017-09-16,Observatoire,Paris,3,105
2018-05-21,Luxembourg,Paris,2,55
2016-04-07,Menilmontant,Paris,2,70
2018-11-06,Passy,Paris,2,83
2014-04-11,Gobelins,Paris,4,100
2019-05-22,Buttes-Montmartre,Paris,2,70
2016-05-16,Louvre,Paris,2,80
2019-06-23,Popincourt,Paris,2,100
2019-06-26,Vaugirard,Paris,2,45
2017-03-29,Hotel-de-Ville,Paris,2,90
2019-06-28,Buttes-Chaumont,Paris,2,70
2019-06-23,Vaugirard,Paris,2,68
2019-07-16,Passy,Paris,4,180
2019-07-19,Popincourt,Paris,2,60
2019-07-24,Buttes-Montmartre,Paris,2,65
2019-07-25,Menilmontant,Paris,4,48
2014-08-19,Batignolles-Monceau,Paris,3,80
2019-08-08,Pantheon,Paris,2,55
2016-04-18,Buttes-Montmartre,Paris,2,78
2019-08-28,Palais-Bourbon,Paris,5,106
2019-09-02,Pantheon,Paris,2,950
2017-04-13,Louvre,Paris,2,70
2015-12-16,Reuilly,Paris,4,75
2019-10-03,Buttes-Montmartre,Paris,2,40
2019-10-09,Buttes-Montmartre,Paris,3,80
2018-03-21,Enclos-St-Laurent,Paris,6,170
2019-10-27,Hotel-de-Ville,Paris,3,135
2019-10-28,Temple,Paris,2,150
2019-11-11,Bourse,Paris,1,55
2016-02-16,Observatoire,Paris,2,55
2018-03-11,Buttes-Montmartre,Paris,2,70
2019-12-05,Buttes-Montmartre,Paris,4,117
2012-12-06,Popincourt,Paris,4,95
2012-10-02,Reuilly,Paris,4,110
2017-06-26,Buttes-Montmartre,Paris,3,120
2018-05-02,Popincourt,Paris,4,55
2016-03-26,Buttes-Montmartre,Paris,2,55
2019-07-10,Opera,Paris,2,80
2019-07-17,Vaugirard,Paris,2,65
2019-07-18,Luxembourg,Paris,2,42
2013-11-04,Enclos-St-Laurent,Paris,4,80
2019-06-13,Passy,Paris,3,35
2019-05-08,Menilmontant,Paris,2,60
2019-08-09,Enclos-St-Laurent,Paris,4,100
2019-05-10,Luxembourg,Paris,4,101
2019-12-02,Luxembourg,Paris,4,120
2016-12-06,Enclos-St-Laurent,Paris,5,70
2016-06-11,Passy,Paris,2,80
2015-03-28,Buttes-Montmartre,Paris,2,36
2017-06-28,Bourse,Paris,3,100
2013-06-01,Passy,Paris,3,105
2018-07-06,Passy,Paris,4,98
2013-08-08,Popincourt,Paris,4,135
2014-12-17,Popincourt,Paris,4,128
2016-03-26,Pantheon,Paris,2,48
2019-07-13,Batignolles-Monceau,Paris,5,170
2019-07-14,Buttes-Montmartre,Paris,2,48
2017-07-11,Reuilly,Paris,4,95
2019-07-25,Buttes-Montmartre,Paris,2,27
2016-10-26,Buttes-Montmartre,Paris,2,50
2017-02-15,Popincourt,Paris,2,100
2017-06-03,Temple,Paris,3,75
2018-07-16,Temple,Paris,2,90
2019-10-02,Observatoire,Paris,2,70
2018-12-21,Reuilly,Paris,2,70
2019-11-24,Popincourt,Paris,5,250
2019-10-28,Elysee,Paris,2,80
2020-01-30,Enclos-St-Laurent,Paris,1,80
2013-04-01,Temple,Paris,2,300
2013-06-01,Enclos-St-Laurent,Paris,5,110
2016-02-06,Popincourt,Paris,2,60
2019-06-03,Popincourt,Paris,2,78
2019-06-04,Batignolles-Monceau,Paris,2,60
2019-06-09,Popincourt,Paris,4,98
2019-06-23,Pantheon,Paris,2,120
2014-08-02,Observatoire,Paris,2,65
2019-07-04,Vaugirard,Paris,3,79
2015-08-11,Buttes-Montmartre,Paris,2,89
2015-06-22,Reuilly,Paris,2,50
2019-07-09,Batignolles-Monceau,Paris,2,78
2019-07-14,Vaugirard,Paris,2,58
2014-04-23,Popincourt,Paris,3,200
2019-07-22,Hotel-de-Ville,Paris,4,199
2014-08-12,Buttes-Montmartre,Paris,4,70
2019-07-31,Passy,Paris,2,90
2019-08-09,Buttes-Chaumont,Paris,4,60
2016-04-19,Buttes-Montmartre,Paris,3,75
2019-08-30,Buttes-Montmartre,Paris,2,100
2019-09-10,Buttes-Montmartre,Paris,2,80
2019-08-09,Buttes-Chaumont,Paris,2,50
2016-04-11,Opera,Paris,6,140
2019-11-28,Popincourt,Paris,6,157
2019-11-28,Popincourt,Paris,4,70
2016-04-29,Observatoire,Paris,2,120
2016-04-04,Enclos-St-Laurent,Paris,2,200
2019-12-16,Buttes-Chaumont,Paris,2,90
2019-10-21,Batignolles-Monceau,Paris,2,69
2019-10-22,Louvre,Paris,4,220
2019-11-03,Passy,Paris,2,28
2016-07-07,Buttes-Chaumont,Paris,2,60
2015-04-26,Popincourt,Paris,3,55
2019-04-30,Bourse,Paris,4,219
2014-12-26,Palais-Bourbon,Paris,2,42
2019-07-12,Batignolles-Monceau,Paris,2,90
2016-02-24,Batignolles-Monceau,Paris,2,100
2019-08-23,Vaugirard,Paris,2,221
2019-09-04,Opera,Paris,4,150
2019-09-26,Louvre,Paris,5,300
2019-10-06,Buttes-Montmartre,Paris,2,150
2019-12-16,Popincourt,Paris,2,65
2017-06-18,Pantheon,Paris,3,100
2015-08-25,Gobelins,Paris,4,110
2015-03-09,Reuilly,Paris,4,95
2019-07-15,Hotel-de-Ville,Paris,2,149
2016-03-16,Buttes-Montmartre,Paris,4,50
2019-07-19,Popincourt,Paris,2,60
2018-03-03,Buttes-Chaumont,Paris,2,60
2019-08-22,Passy,Paris,4,120
2014-06-19,Elysee,Paris,4,150
2017-01-05,Passy,Paris,2,45
2016-02-02,Bourse,Paris,4,60
2019-12-02,Enclos-St-Laurent,Paris,4,90
2014-07-16,Bourse,Paris,2,95
2012-03-24,Batignolles-Monceau,Paris,2,55
2019-08-08,Vaugirard,Paris,2,130
2019-08-31,Palais-Bourbon,Paris,2,150
2016-07-08,Pantheon,Paris,3,120
2019-11-11,Luxembourg,Paris,3,79
2019-11-17,Reuilly,Paris,2,90
2019-11-27,Buttes-Montmartre,Paris,3,95
2013-08-09,Enclos-St-Laurent,Paris,3,35
2015-01-07,Buttes-Montmartre,Paris,2,100
2015-03-14,Popincourt,Paris,4,70
2014-08-17,Popincourt,Paris,2,52
2013-05-28,Temple,Paris,2,125
2018-02-09,Enclos-St-Laurent,Paris,2,37
2019-06-30,Bourse,Paris,2,120
2016-07-06,Opera,Paris,2,90
2016-05-17,Menilmontant,Paris,3,50
2019-07-08,Luxembourg,Paris,2,220
2019-07-14,Popincourt,Paris,2,70
2019-07-24,Enclos-St-Laurent,Paris,4,80
2013-03-20,Menilmontant,Paris,4,90
2019-07-29,Batignolles-Monceau,Paris,1,90
2017-04-27,Batignolles-Monceau,Paris,2,60
2015-06-06,Buttes-Chaumont,Paris,2,40
2016-01-14,Buttes-Chaumont,Paris,4,80
2019-09-18,Elysee,Paris,6,450
2016-07-21,Popincourt,Paris,2,65
2015-11-17,Observatoire,Paris,7,200
2019-11-05,Gobelins,Paris,4,90
2014-10-07,Reuilly,Paris,1,70
2019-11-15,Palais-Bourbon,Paris,4,175
2019-12-06,Gobelins,Paris,2,71
2014-09-03,Buttes-Chaumont,Paris,4,70
2016-10-24,Enclos-St-Laurent,Paris,2,100
2019-12-18,Vaugirard,Paris,2,68
2016-06-24,Hotel-de-Ville,Paris,2,60
2016-05-08,Elysee,Paris,3,100
2019-07-17,Reuilly,Paris,5,210
2019-06-10,Passy,Paris,10,1550
2019-08-11,Menilmontant,Paris,6,10
2018-04-10,Buttes-Chaumont,Paris,6,100
2020-02-06,Elysee,Paris,6,413
2014-07-30,Luxembourg,Paris,2,149
2019-11-01,Palais-Bourbon,Paris,5,380
2015-06-23,Vaugirard,Paris,2,61
2014-09-02,Popincourt,Paris,2,50
2012-12-09,Passy,Paris,2,297
2015-05-19,Buttes-Montmartre,Paris,2,50
2019-07-02,Vaugirard,Paris,2,50
2019-07-12,Passy,Paris,2,110
2017-09-27,Pantheon,Paris,2,55
2018-11-20,Popincourt,Paris,2,155
2016-08-19,Temple,Paris,4,80
2015-08-21,Reuilly,Paris,3,80
2019-10-26,Vaugirard,Paris,2,100
2019-11-03,Batignolles-Monceau,Paris,4,130
2014-08-22,Popincourt,Paris,2,90
2017-07-15,Popincourt,Paris,2,60
2020-03-05,Buttes-Montmartre,Paris,2,50
2020-03-26,Opera,Paris,2,65
2017-08-02,Buttes-Montmartre,Paris,2,55
2020-06-29,Buttes-Montmartre,Paris,2,60
2014-04-11,Elysee,Paris,4,125
2017-04-19,Menilmontant,Paris,4,90
2016-08-30,Passy,Paris,2,100
2016-10-06,Temple,Paris,2,70
2016-12-10,Vaugirard,Paris,2,95
2019-07-20,Elysee,Paris,2,60
2019-07-23,Luxembourg,Paris,4,90
2019-07-28,Louvre,Paris,3,75
2015-01-25,Passy,Paris,2,50
2017-06-22,Buttes-Chaumont,Paris,3,35
2015-01-18,Elysee,Paris,2,465
2019-10-11,Menilmontant,Paris,2,90
2017-10-04,Batignolles-Monceau,Paris,2,65
2019-09-09,Popincourt,Paris,2,100
2019-10-31,Luxembourg,Paris,2,90
2014-03-02,Menilmontant,Paris,3,45
2019-11-18,Buttes-Montmartre,Paris,2,40
2015-01-10,Buttes-Montmartre,Paris,2,55
2019-12-01,Bourse,Paris,2,95
2015-06-22,Gobelins,Paris,2,60
2011-11-19,Buttes-Chaumont,Paris,2,69
2014-07-03,Buttes-Montmartre,Paris,2,150
2020-01-23,Popincourt,Paris,2,120
2019-12-27,Enclos-St-Laurent,Paris,2,35
2015-12-14,Batignolles-Monceau,Paris,2,75
2017-02-25,Reuilly,Paris,2,89
2016-02-08,Batignolles-Monceau,Paris,2,70
2016-10-08,Opera,Paris,2,65
2014-12-15,Bourse,Paris,4,159
2020-03-12,Vaugirard,Paris,2,80
2014-10-25,Vaugirard,Paris,2,90
2020-05-08,Luxembourg,Paris,1,54
2020-05-18,Enclos-St-Laurent,Paris,2,46
2020-06-05,Batignolles-Monceau,Paris,2,60
2016-07-01,Buttes-Montmartre,Paris,2,87
2014-11-30,Batignolles-Monceau,Paris,3,89
2020-06-25,Passy,Paris,1,80
2019-03-19,Bourse,Paris,2,60
2020-06-23,Buttes-Montmartre,Paris,2,75
2020-07-05,Bourse,Paris,2,85
2012-12-26,Vaugirard,Paris,2,70
2020-04-03,Buttes-Montmartre,Paris,2,39
2018-03-27,Popincourt,Paris,2,90
2020-08-12,Bourse,Paris,2,79
2020-08-24,Passy,Paris,1,48
2020-09-11,Enclos-St-Laurent,Paris,2,95
2018-10-06,Batignolles-Monceau,Paris,2,110
2020-10-07,Hotel-de-Ville,Paris,2,95
2020-11-15,Batignolles-Monceau,Paris,6,135
2020-11-22,Opera,Paris,4,79
2020-11-23,Opera,Paris,2,65
2021-02-05,Batignolles-Monceau,Paris,2,48
2013-11-24,Popincourt,Paris,5,150
2019-06-20,Enclos-St-Laurent,Paris,3,50
2014-08-28,Batignolles-Monceau,Paris,6,100
2019-12-31,Pantheon,Paris,5,370
2020-02-09,Passy,Paris,3,139
2020-03-09,Reuilly,Paris,3,132
2018-06-27,Hotel-de-Ville,Paris,5,118
2016-12-26,Buttes-Montmartre,Paris,3,190
2015-02-08,Buttes-Montmartre,Paris,3,86
2015-05-02,Enclos-St-Laurent,Paris,5,100
2014-08-10,Popincourt,Paris,2,100
2017-04-19,Observatoire,Paris,6,100
2015-07-27,Menilmontant,Paris,3,70
2016-03-03,Enclos-St-Laurent,Paris,6,400
2016-03-26,Popincourt,Paris,4,100
2019-07-21,Vaugirard,Paris,4,75
2019-08-18,Bourse,Paris,4,200
2016-06-01,Popincourt,Paris,4,180
2019-12-11,Popincourt,Paris,4,150
2019-12-12,Passy,Paris,4,280
2020-02-04,Vaugirard,Paris,4,179
2014-02-17,Buttes-Montmartre,Paris,4,110
2019-08-07,Observatoire,Paris,4,130
2015-05-06,Buttes-Montmartre,Paris,4,66
2016-09-14,Batignolles-Monceau,Paris,4,285
2009-10-12,Buttes-Montmartre,Paris,4,150
2020-08-03,Vaugirard,Paris,4,120
2019-06-30,Gobelins,Paris,4,140
2016-08-09,Buttes-Chaumont,Paris,4,200
2019-09-06,Vaugirard,Paris,4,200
2013-04-14,Menilmontant,Paris,4,55
2020-12-10,Passy,Paris,4,235
2019-07-12,Reuilly,Paris,3,60
2019-07-29,Buttes-Montmartre,Paris,3,150
2019-08-07,Enclos-St-Laurent,Paris,1,42
2019-07-22,Bourse,Paris,3,199
2019-10-24,Temple,Paris,3,140
2019-10-29,Passy,Paris,3,120
2014-06-14,Buttes-Montmartre,Paris,3,80
2019-12-09,Gobelins,Paris,3,135
2017-09-08,Palais-Bourbon,Paris,1,85
2017-08-22,Passy,Paris,3,120
2014-09-16,Enclos-St-Laurent,Paris,3,100
2020-06-24,Elysee,Paris,3,150
2020-12-07,Popincourt,Paris,3,95
2012-10-08,Buttes-Montmartre,Paris,4,60
2014-07-07,Enclos-St-Laurent,Paris,4,80
2019-06-28,Vaugirard,Paris,4,60
2019-07-09,Gobelins,Paris,4,90
2019-07-15,Buttes-Montmartre,Paris,4,70
2014-08-13,Buttes-Montmartre,Paris,4,100
2019-07-21,Batignolles-Monceau,Paris,4,100
2015-11-02,Enclos-St-Laurent,Paris,4,67
2015-08-23,Batignolles-Monceau,Paris,4,100
2018-07-13,Passy,Paris,4,150
2019-10-15,Batignolles-Monceau,Paris,4,120
2019-10-17,Vaugirard,Paris,4,100
2014-05-29,Enclos-St-Laurent,Paris,4,110
2016-05-30,Reuilly,Paris,4,80
2016-02-07,Popincourt,Paris,4,65
2020-01-01,Temple,Paris,4,105
2016-03-07,Reuilly,Paris,4,100
2020-01-19,Louvre,Paris,4,99
2020-01-26,Vaugirard,Paris,4,90
2020-01-27,Temple,Paris,4,154
2020-02-02,Popincourt,Paris,4,81
2017-06-06,Palais-Bourbon,Paris,4,170
2020-02-06,Elysee,Paris,4,85
2015-11-26,Opera,Paris,4,47
2020-01-30,Louvre,Paris,4,180
2015-08-16,Menilmontant,Paris,4,100
2020-03-14,Palais-Bourbon,Paris,4,200
2015-07-28,Popincourt,Paris,4,75
2019-10-02,Elysee,Paris,4,350
2020-06-25,Buttes-Montmartre,Paris,4,390
2020-07-03,Buttes-Montmartre,Paris,4,81
2019-08-13,Vaugirard,Paris,4,85
2020-07-20,Louvre,Paris,4,230
2016-03-23,Buttes-Montmartre,Paris,4,49
2020-07-20,Louvre,Paris,4,230
2019-10-31,Observatoire,Paris,4,80
2018-05-28,Hotel-de-Ville,Paris,4,170
2015-06-30,Batignolles-Monceau,Paris,4,110
2020-10-23,Opera,Paris,4,95
2015-04-07,Luxembourg,Paris,2,50
2016-10-18,Popincourt,Paris,2,76
2016-01-10,Enclos-St-Laurent,Paris,2,150
2016-08-29,Luxembourg,Paris,2,180
2012-10-24,Buttes-Chaumont,Paris,2,100
2016-04-20,Opera,Paris,2,100
2019-07-19,Batignolles-Monceau,Paris,2,70
2014-06-28,Buttes-Montmartre,Paris,2,65
2019-08-05,Vaugirard,Paris,2,65
2013-06-03,Vaugirard,Paris,2,80
2012-07-08,Buttes-Chaumont,Paris,2,60
2017-05-12,Enclos-St-Laurent,Paris,2,63
2014-06-06,Passy,Paris,2,290
2015-10-30,Temple,Paris,2,190
2016-03-28,Enclos-St-Laurent,Paris,2,99
2016-09-25,Batignolles-Monceau,Paris,2,70
2015-04-19,Observatoire,Paris,2,70
2015-08-13,Buttes-Montmartre,Paris,2,110
2014-03-01,Menilmontant,Paris,2,140
2015-10-13,Gobelins,Paris,2,80
2016-07-22,Vaugirard,Paris,2,100
2015-05-08,Palais-Bourbon,Paris,2,160
2020-02-25,Elysee,Paris,2,150
2019-12-04,Popincourt,Paris,2,60
2016-08-04,Enclos-St-Laurent,Paris,2,55
2012-10-11,Buttes-Montmartre,Paris,2,50
2016-08-19,Elysee,Paris,2,150
2015-06-23,Buttes-Chaumont,Paris,2,60
2020-06-02,Popincourt,Paris,2,60
2011-01-20,Enclos-St-Laurent,Paris,2,90
2015-09-27,Reuilly,Paris,2,50
2014-01-25,Buttes-Chaumont,Paris,2,55
2011-09-29,Popincourt,Paris,2,80
2020-06-10,Temple,Paris,2,150
2013-07-20,Batignolles-Monceau,Paris,2,120
2020-09-13,Elysee,Paris,2,150
2019-01-09,Vaugirard,Paris,2,100
2019-05-20,Buttes-Chaumont,Paris,2,82
2014-02-28,Opera,Paris,2,110
2016-03-06,Pantheon,Paris,2,115
2019-05-10,Passy,Paris,2,300
2015-10-12,Opera,Paris,2,100
2019-07-19,Vaugirard,Paris,2,110
2016-04-10,Opera,Paris,2,96
2019-07-30,Enclos-St-Laurent,Paris,2,108
2015-04-20,Enclos-St-Laurent,Paris,2,100
2019-08-09,Palais-Bourbon,Paris,2,150
2013-12-17,Menilmontant,Paris,2,60
2014-06-30,Buttes-Chaumont,Paris,2,130
2016-04-01,Vaugirard,Paris,2,129
2019-12-25,Passy,Paris,2,140
2017-03-27,Popincourt,Paris,2,40
2017-06-05,Vaugirard,Paris,2,90
2019-09-02,Buttes-Chaumont,Paris,2,76
2020-03-07,Louvre,Paris,2,149
2010-06-13,Enclos-St-Laurent,Paris,2,98
2018-12-25,Popincourt,Paris,2,52
2018-12-20,Bourse,Paris,2,55
2014-01-06,Luxembourg,Paris,2,125
2020-04-22,Batignolles-Monceau,Paris,2,40
2020-07-15,Popincourt,Paris,2,110
2016-04-25,Enclos-St-Laurent,Paris,2,80
2020-08-13,Palais-Bourbon,Paris,2,545
2015-06-08,Opera,Paris,2,99
2020-08-17,Popincourt,Paris,2,177
2014-08-11,Menilmontant,Paris,2,70
2020-11-16,Passy,Paris,2,107
2015-03-05,Passy,Paris,2,48
2015-08-09,Gobelins,Paris,2,35
2013-12-01,Observatoire,Paris,8,270
2014-10-18,Passy,Paris,6,250
2014-12-08,Buttes-Montmartre,Paris,5,250
2012-10-05,Enclos-St-Laurent,Paris,6,104
2015-01-05,Vaugirard,Paris,7,155
2012-10-10,Menilmontant,Paris,5,130
2016-06-02,Buttes-Chaumont,Paris,7,110
2012-11-28,Bourse,Paris,5,325
2015-07-07,Gobelins,Paris,4,110
2014-03-24,Opera,Paris,5,270
2016-10-27,Observatoire,Paris,7,400
2019-06-21,Enclos-St-Laurent,Paris,4,130
2015-03-06,Opera,Paris,8,250
2015-02-06,Buttes-Chaumont,Paris,5,150
2014-04-07,Buttes-Chaumont,Paris,6,150
2011-02-11,Batignolles-Monceau,Paris,4,115
2013-06-04,Buttes-Montmartre,Paris,6,190
2012-06-11,Buttes-Montmartre,Paris,5,120
2016-05-19,Enclos-St-Laurent,Paris,6,140
2014-04-23,Popincourt,Paris,8,400
2015-08-04,Gobelins,Paris,1,210
2019-09-29,Opera,Paris,8,150
2017-02-27,Batignolles-Monceau,Paris,8,300
2013-06-05,Enclos-St-Laurent,Paris,5,300
2015-11-21,Passy,Paris,4,290
2015-04-04,Elysee,Paris,6,183
2016-06-29,Observatoire,Paris,6,150
2014-05-18,Vaugirard,Paris,6,175
2012-07-21,Passy,Paris,5,181
2019-12-08,Enclos-St-Laurent,Paris,6,180
2016-01-01,Menilmontant,Paris,6,130
2014-01-14,Observatoire,Paris,10,160
2018-07-01,Gobelins,Paris,6,400
2019-01-02,Popincourt,Paris,5,150
2013-07-06,Buttes-Montmartre,Paris,8,350
2012-05-15,Menilmontant,Paris,5,120
2020-02-24,Batignolles-Monceau,Paris,8,315
2015-07-18,Buttes-Montmartre,Paris,5,280
2016-05-21,Passy,Paris,7,420
2014-02-14,Batignolles-Monceau,Paris,4,250
2015-09-10,Observatoire,Paris,5,135
2015-12-20,Pantheon,Paris,6,170
2017-09-13,Batignolles-Monceau,Paris,7,155
2020-10-28,Passy,Paris,8,190
2016-09-01,Popincourt,Paris,3,249
2019-06-15,Buttes-Montmartre,Paris,5,170
2012-10-08,Buttes-Montmartre,Paris,6,80
2012-10-05,Popincourt,Paris,5,160
2015-10-27,Buttes-Chaumont,Paris,4,52
2020-10-28,Hotel-de-Ville,Paris,6,147
2016-10-05,Buttes-Chaumont,Paris,4,100
2015-05-30,Opera,Paris,6,350
2017-01-06,Gobelins,Paris,4,51
2013-05-29,Buttes-Montmartre,Paris,4,180
2018-09-15,Popincourt,Paris,5,149
2014-07-06,Hotel-de-Ville,Paris,6,500
2013-10-09,Bourse,Paris,3,250
2015-12-16,Passy,Paris,4,300
2013-05-16,Batignolles-Monceau,Paris,5,88
2013-09-26,Pantheon,Paris,3,115
2015-05-12,Buttes-Montmartre,Paris,4,100
2017-12-15,Temple,Paris,7,250
2015-12-28,Bourse,Paris,4,220
2019-01-08,Hotel-de-Ville,Paris,3,180
2014-07-07,Popincourt,Paris,5,75
2019-03-20,Vaugirard,Paris,3,75
2012-01-03,Menilmontant,Paris,4,75
2017-03-07,Buttes-Montmartre,Paris,4,70
2014-02-22,Opera,Paris,2,160
2019-07-19,Pantheon,Paris,4,100
2014-03-09,Popincourt,Paris,4,100
2012-03-01,Palais-Bourbon,Paris,4,170
2019-09-20,Temple,Paris,4,280
2019-03-27,Passy,Paris,4,280
2015-03-17,Batignolles-Monceau,Paris,4,180
2013-05-16,Menilmontant,Paris,3,80
2014-09-10,Buttes-Montmartre,Paris,4,80
2014-10-11,Popincourt,Paris,5,200
2015-04-19,Passy,Paris,6,100
2016-12-27,Buttes-Montmartre,Paris,5,120
2011-04-17,Menilmontant,Paris,4,52
2017-11-27,Temple,Paris,2,70
2012-12-19,Buttes-Chaumont,Paris,4,150
2017-07-23,Buttes-Montmartre,Paris,4,140
2016-01-14,Vaugirard,Paris,6,130
2012-06-19,Buttes-Montmartre,Paris,4,150
2016-02-04,Batignolles-Monceau,Paris,4,139
2020-02-04,Louvre,Paris,4,250
2018-03-08,Buttes-Chaumont,Paris,4,125
2013-07-16,Buttes-Montmartre,Paris,5,100
2020-07-08,Louvre,Paris,6,199
2017-05-18,Passy,Paris,5,170
2016-04-23,Enclos-St-Laurent,Paris,4,110
2020-10-28,Gobelins,Paris,4,173
2016-05-31,Batignolles-Monceau,Paris,4,150
2020-10-28,Opera,Paris,8,157
2020-10-28,Popincourt,Paris,6,116
2020-10-28,Popincourt,Paris,6,139
2020-10-28,Opera,Paris,6,115
2020-10-28,Vaugirard,Paris,8,126
2020-10-28,Luxembourg,Paris,6,105
2021-01-12,Buttes-Montmartre,Paris,4,150
2020-10-28,Passy,Paris,6,162
2020-10-28,Reuilly,Paris,6,75
2020-10-28,Reuilly,Paris,6,94
2015-01-27,Reuilly,Paris,6,9
2012-06-14,Opera,Paris,6,170
2013-11-02,Temple,Paris,6,160
2012-10-03,Opera,Paris,3,200
2014-01-12,Buttes-Montmartre,Paris,6,220
2015-02-09,Popincourt,Paris,5,183
2016-02-08,Batignolles-Monceau,Paris,4,329
2014-04-10,Buttes-Montmartre,Paris,3,120
2012-10-05,Enclos-St-Laurent,Paris,4,150
2012-10-08,Louvre,Paris,3,500
2015-04-21,Menilmontant,Paris,5,120
2014-03-27,Buttes-Montmartre,Paris,4,95
2017-02-05,Vaugirard,Paris,5,249
2016-02-27,Batignolles-Monceau,Paris,4,160
2014-05-12,Temple,Paris,5,135
2012-10-01,Buttes-Chaumont,Paris,5,62
2018-09-03,Buttes-Montmartre,Paris,5,90
2012-10-06,Buttes-Chaumont,Paris,4,112
2014-11-08,Popincourt,Paris,4,110
2013-12-26,Enclos-St-Laurent,Paris,4,400
2019-05-28,Pantheon,Paris,4,129
2019-06-10,Menilmontant,Paris,4,93
2012-03-30,Buttes-Montmartre,Paris,3,100
2014-09-03,Buttes-Montmartre,Paris,5,100
2012-07-26,Menilmontant,Paris,6,103
2016-07-13,Popincourt,Paris,4,75
2014-05-02,Popincourt,Paris,4,183
2015-06-24,Menilmontant,Paris,4,110
2012-05-19,Buttes-Chaumont,Paris,3,70
2019-04-28,Bourse,Paris,4,85
2017-05-16,Passy,Paris,4,160
2014-02-07,Buttes-Montmartre,Paris,4,200
2016-04-09,Buttes-Montmartre,Paris,4,101
2015-08-08,Buttes-Montmartre,Paris,4,60
2011-08-03,Menilmontant,Paris,4,120
2015-07-14,Enclos-St-Laurent,Paris,4,120
2013-06-14,Vaugirard,Paris,4,80
2015-01-13,Buttes-Montmartre,Paris,5,88
2014-02-24,Observatoire,Paris,2,125
2014-04-01,Temple,Paris,4,700
2015-07-15,Menilmontant,Paris,5,190
2019-07-31,Buttes-Montmartre,Paris,3,50
2015-06-06,Observatoire,Paris,4,100
2013-03-25,Menilmontant,Paris,4,75
2013-06-29,Menilmontant,Paris,4,95
2014-10-03,Reuilly,Paris,5,100
2015-02-12,Popincourt,Paris,4,150
2013-03-04,Buttes-Montmartre,Paris,4,110
2019-10-07,Opera,Paris,4,120
2014-10-12,Observatoire,Paris,5,150
2016-04-18,Batignolles-Monceau,Paris,4,95
2019-10-23,Menilmontant,Paris,4,138
2014-10-12,Gobelins,Paris,3,118
2019-10-29,Popincourt,Paris,6,190
2019-11-11,Menilmontant,Paris,5,305
2018-05-05,Menilmontant,Paris,3,100
2015-06-17,Opera,Paris,3,70
2015-10-18,Hotel-de-Ville,Paris,6,200
2016-01-29,Popincourt,Paris,5,220
2016-01-19,Batignolles-Monceau,Paris,4,100
2014-06-29,Buttes-Chaumont,Paris,4,100
2010-10-18,Buttes-Montmartre,Paris,4,135
2012-06-03,Buttes-Montmartre,Paris,3,68
2015-07-18,Popincourt,Paris,3,160
2015-06-23,Menilmontant,Paris,4,112
2014-08-05,Batignolles-Monceau,Paris,4,170
2020-06-23,Popincourt,Paris,3,128
2019-11-17,Buttes-Chaumont,Paris,4,55
2020-07-09,Buttes-Montmartre,Paris,6,149
2020-07-15,Bourse,Paris,4,135
2015-02-25,Enclos-St-Laurent,Paris,3,80
2012-10-31,Popincourt,Paris,4,112
2020-07-27,Hotel-de-Ville,Paris,4,167
2016-06-23,Passy,Paris,4,250
2016-04-03,Menilmontant,Paris,4,120
2020-07-30,Buttes-Montmartre,Paris,4,157
2016-01-19,Batignolles-Monceau,Paris,4,70
2014-06-04,Vaugirard,Paris,5,120
2013-05-28,Observatoire,Paris,6,75
2015-02-22,Passy,Paris,1,34
2017-02-20,Luxembourg,Paris,1,55
2015-09-18,Bourse,Paris,4,63
2012-07-14,Vaugirard,Paris,1,395
2016-04-18,Vaugirard,Paris,4,85
2019-06-12,Observatoire,Paris,3,50
2014-10-01,Gobelins,Paris,3,67
2016-11-18,Enclos-St-Laurent,Paris,1,50
2019-07-03,Louvre,Paris,3,85
2018-08-07,Buttes-Chaumont,Paris,3,45
2015-03-14,Enclos-St-Laurent,Paris,3,90
2015-03-22,Vaugirard,Paris,4,65
2017-12-18,Vaugirard,Paris,1,50
2015-12-31,Vaugirard,Paris,3,46
2019-08-03,Vaugirard,Paris,3,95
2019-08-12,Popincourt,Paris,3,102
2015-08-08,Temple,Paris,1,65
2019-10-16,Popincourt,Paris,4,87
2013-06-25,Elysee,Paris,3,119
2018-01-09,Batignolles-Monceau,Paris,1,60
2014-08-07,Luxembourg,Paris,1,80
2015-08-25,Buttes-Montmartre,Paris,4,90
2015-03-08,Vaugirard,Paris,3,41
2014-12-09,Enclos-St-Laurent,Paris,4,150
2019-12-26,Elysee,Paris,4,113
2016-09-13,Observatoire,Paris,3,70
2019-08-21,Passy,Paris,4,90
2016-04-09,Popincourt,Paris,4,60
2014-02-07,Buttes-Montmartre,Paris,4,97
2013-09-29,Observatoire,Paris,1,20
2020-09-26,Enclos-St-Laurent,Paris,3,150
2014-02-02,Enclos-St-Laurent,Paris,1,70
2020-10-28,Enclos-St-Laurent,Paris,4,58
