host_since,neighbourhood,city,accommodates,price
2020-01-10,Buttes-Montmartre,Paris,4,90
2018-11-06,Batignolles-Monceau,Paris,4,87
2019-09-30,Vaugirard,Paris,4,120
2019-09-30,Vaugirard,Paris,4,120
2020-06-21,Reuilly,Paris,4,92
2019-08-24,Buttes-Chaumont,Paris,4,76
2019-08-15,Passy,Paris,4,103
2020-07-02,Batignolles-Monceau,Paris,4,81
2020-07-08,Opera,Paris,4,96
2018-05-09,Pantheon,Paris,4,70
2019-05-02,Buttes-Chaumont,Paris,4,61
2019-08-24,Observatoire,Paris,4,62
2019-08-23,Passy,Paris,4,94
2020-07-08,Opera,Paris,4,105
2018-05-09,Opera,Paris,4,70
2018-12-21,Elysee,Paris,4,118
2019-07-09,Batignolles-Monceau,Paris,4,85
2015-12-10,Hotel-de-Ville,Paris,4,93
2015-12-10,Louvre,Paris,4,93
2015-12-10,Opera,Paris,4,92
2015-12-10,Opera,Paris,4,93
2015-12-10,Bourse,Paris,4,93
2015-12-10,Elysee,Paris,4,93
2015-12-10,Louvre,Paris,4,93
2015-12-10,Opera,Paris,4,93
2015-12-10,Bourse,Paris,4,93
2015-12-10,Bourse,Paris,4,93
2019-08-15,Hotel-de-Ville,Paris,4,82
2018-07-23,Pantheon,Paris,4,78
2021-01-08,Menilmontant,Paris,4,75
2018-11-06,Elysee,Paris,4,97
2016-03-10,Popincourt,Paris,3,95
2015-12-10,Bourse,Paris,3,83
2015-12-10,Bourse,Paris,3,83
2015-12-10,Elysee,Paris,3,83
2015-12-10,Luxembourg,Paris,3,83
2015-12-10,Luxembourg,Paris,3,83
2015-05-21,Passy,Paris,3,144
2015-05-21,Batignolles-Monceau,Paris,3,212
2015-05-21,Opera,Paris,3,259
2015-12-10,Passy,Paris,3,83
2015-05-21,Palais-Bourbon,Paris,3,144
2015-05-21,Vaugirard,Paris,3,147
2020-03-02,Gobelins,Paris,3,105
2015-05-21,Hotel-de-Ville,Paris,3,193
2019-10-19,Buttes-Montmartre,Paris,3,60
2016-09-28,Popincourt,Paris,3,81
2017-12-07,Enclos-St-Laurent,Paris,3,75
2015-12-10,Elysee,Paris,3,83
2015-05-21,Luxembourg,Paris,3,304
2015-05-21,Opera,Paris,3,135
2018-06-14,Temple,Paris,3,57
2015-05-21,Luxembourg,Paris,3,213
2019-07-11,Passy,Paris,3,63
2015-05-21,Buttes-Montmartre,Paris,3,162
2015-12-10,Observatoire,Paris,3,83
2019-08-23,Palais-Bourbon,Paris,3,67
2016-01-21,Temple,Paris,3,100
2017-07-19,Pantheon,Paris,5,88
2017-07-20,Pantheon,Paris,5,107
2017-07-19,Pantheon,Paris,5,98
2017-07-20,Pantheon,Paris,5,83
2018-10-18,Pantheon,Paris,5,109
2019-05-02,Passy,Paris,5,106
2019-08-15,Buttes-Chaumont,Paris,5,96
2019-08-23,Buttes-Chaumont,Paris,5,96
2018-10-18,Elysee,Paris,5,93
2019-08-23,Batignolles-Monceau,Paris,5,93
2019-08-23,Luxembourg,Paris,5,101
2019-07-09,Luxembourg,Paris,5,101
2019-07-09,Batignolles-Monceau,Paris,5,81
2017-12-07,Batignolles-Monceau,Paris,5,81
2020-07-16,Pantheon,Paris,5,200
2017-07-19,Pantheon,Paris,5,88
2017-07-20,Louvre,Paris,5,88
2018-07-23,Buttes-Chaumont,Paris,5,96
2019-08-24,Luxembourg,Paris,5,101
2019-08-15,Batignolles-Monceau,Paris,5,81
2018-12-21,Passy,Paris,5,118
2019-08-15,Passy,Paris,5,118
2017-11-11,Buttes-Montmartre,Paris,6,85
2016-10-04,Temple,Paris,6,102
2018-11-25,Buttes-Montmartre,Paris,7,78
2016-10-04,Reuilly,Paris,6,84
2020-07-02,Menilmontant,Paris,6,73
2015-05-21,Batignolles-Monceau,Paris,2,177
2015-05-21,Vaugirard,Paris,2,174
2016-09-28,Vaugirard,Paris,2,83
2016-09-28,Palais-Bourbon,Paris,2,81
2016-11-02,Observatoire,Paris,2,58
2015-05-21,Buttes-Montmartre,Paris,2,135
2015-05-21,Passy,Paris,2,135
2016-09-28,Palais-Bourbon,Paris,2,81
2015-05-21,Temple,Paris,2,189
2015-12-10,Opera,Paris,2,83
2019-10-19,Buttes-Montmartre,Paris,2,55
2019-06-03,Passy,Paris,2,250
2015-05-21,Luxembourg,Paris,2,216
2015-05-21,Enclos-St-Laurent,Paris,2,142
2015-05-21,Passy,Paris,2,185
2015-05-21,Vaugirard,Paris,2,135
2015-05-21,Enclos-St-Laurent,Paris,2,180
2019-01-14,Buttes-Montmartre,Paris,2,103
2015-05-21,Passy,Paris,2,194
2015-05-21,Bourse,Paris,2,270
2015-05-21,Louvre,Paris,2,135
2015-05-21,Hotel-de-Ville,Paris,2,203
2015-05-21,Luxembourg,Paris,2,107
2015-05-21,Buttes-Montmartre,Paris,2,140
2015-05-21,Enclos-St-Laurent,Paris,2,147
2017-10-27,Palais-Bourbon,Paris,2,300
2020-08-12,Passy,Paris,2,43
2020-01-21,Buttes-Montmartre,Paris,2,46
2015-05-21,Hotel-de-Ville,Paris,2,147
2013-02-12,Hotel-de-Ville,Paris,2,10
2015-05-21,Popincourt,Paris,2,135
2017-05-06,Palais-Bourbon,Paris,2,65
2020-06-17,Batignolles-Monceau,Paris,2,120
2020-04-21,Elysee,Paris,2,126
2015-05-21,Luxembourg,Paris,2,212
2018-03-01,Buttes-Montmartre,Paris,2,79
2015-05-21,Luxembourg,Paris,2,138
2015-05-21,Palais-Bourbon,Paris,2,190
2015-05-21,Hotel-de-Ville,Paris,2,293
2017-07-20,Opera,Paris,2,83
2014-09-08,Passy,Paris,2,85
2019-10-28,Gobelins,Paris,2,52
2015-12-10,Elysee,Paris,2,58
2015-05-21,Passy,Paris,2,149
2018-07-27,Vaugirard,Paris,2,45
2018-03-01,Buttes-Montmartre,Paris,2,79
2015-05-21,Batignolles-Monceau,Paris,2,125
2015-05-21,Palais-Bourbon,Paris,2,234
2015-05-21,Passy,Paris,2,135
2015-05-21,Bourse,Paris,2,171
2015-05-21,Temple,Paris,2,162
2015-05-21,Observatoire,Paris,2,147
2020-04-21,Elysee,Paris,2,129
2015-05-21,Vaugirard,Paris,2,181
2015-05-21,Opera,Paris,2,180
2017-05-14,Enclos-St-Laurent,Paris,2,60
2019-10-29,Palais-Bourbon,Paris,2,89
2020-01-09,Temple,Paris,2,64
2016-01-26,Batignolles-Monceau,Paris,2,45
2019-08-24,Observatoire,Paris,2,43
2018-02-01,Bourse,Paris,2,154
2013-05-24,Passy,Paris,4,220
2013-09-09,Buttes-Montmartre,Paris,5,80
2013-05-24,Passy,Paris,3,230
2013-07-22,Temple,Paris,6,169
2016-04-12,Hotel-de-Ville,Paris,4,109
2016-06-16,Observatoire,Paris,5,80
2016-02-22,Enclos-St-Laurent,Paris,9,160
2016-06-16,Hotel-de-Ville,Paris,4,150
2016-03-11,Popincourt,Paris,4,118
2010-05-09,Elysee,Paris,5,284
2012-09-03,Popincourt,Paris,5,99
2015-01-31,Enclos-St-Laurent,Paris,10,120
2015-11-10,Elysee,Paris,12,800
2018-04-18,Pantheon,Paris,4,153
2018-08-11,Popincourt,Paris,7,122
2018-04-18,Enclos-St-Laurent,Paris,6,177
2016-10-15,Louvre,Paris,6,4855
2016-03-11,Buttes-Montmartre,Paris,4,212
2013-04-07,Passy,Paris,4,165
2017-04-14,Popincourt,Paris,3,153
2017-04-14,Vaugirard,Paris,4,189
2015-01-31,Bourse,Paris,10,168
2015-08-10,Buttes-Chaumont,Paris,4,89
2015-01-31,Enclos-St-Laurent,Paris,6,78
2016-09-16,Bourse,Paris,6,200
2015-01-31,Opera,Paris,10,324
2014-10-14,Popincourt,Paris,4,180
2018-07-16,Bourse,Paris,6,175
2013-04-07,Passy,Paris,4,165
2015-10-05,Opera,Paris,6,350
2019-11-28,Elysee,Paris,6,260
2015-01-31,Bourse,Paris,10,174
2016-08-17,Luxembourg,Paris,4,80
2017-04-14,Reuilly,Paris,5,142
2013-07-22,Hotel-de-Ville,Paris,6,314
2015-01-31,Popincourt,Paris,8,136
2013-07-22,Hotel-de-Ville,Paris,6,311
2019-09-15,Enclos-St-Laurent,Paris,8,111
2019-09-15,Popincourt,Paris,6,93
2019-12-04,Menilmontant,Paris,6,104
2013-02-03,Passy,Paris,6,160
2015-01-31,Bourse,Paris,7,150
2014-03-10,Bourse,Paris,6,242
2015-01-31,Temple,Paris,12,228
2015-01-31,Vaugirard,Paris,8,120
2018-08-05,Enclos-St-Laurent,Paris,4,84
2018-08-05,Enclos-St-Laurent,Paris,4,81
2018-11-22,Opera,Paris,4,402
2019-09-19,Vaugirard,Paris,5,150
2016-02-18,Vaugirard,Paris,8,368
2020-01-22,Passy,Paris,5,85
2016-02-18,Passy,Paris,8,679
2011-09-05,Pantheon,Paris,7,401
2015-01-31,Enclos-St-Laurent,Paris,6,126
2015-01-31,Vaugirard,Paris,6,120
2015-01-31,Vaugirard,Paris,6,120
2015-01-31,Vaugirard,Paris,8,148
2019-12-04,Popincourt,Paris,6,104
2013-06-28,Observatoire,Paris,6,390
2013-08-15,Passy,Paris,4,210
2014-01-18,Louvre,Paris,8,330
2014-01-18,Bourse,Paris,7,220
2014-01-18,Temple,Paris,9,330
2014-01-14,Passy,Paris,6,206
2014-09-03,Temple,Paris,5,78
2013-10-08,Temple,Paris,6,103
2013-10-08,Temple,Paris,10,200
2012-11-26,Popincourt,Paris,4,150
2015-06-14,Vaugirard,Paris,4,72
2011-06-27,Louvre,Paris,4,200
2016-02-22,Louvre,Paris,16,450
2015-01-31,Bourse,Paris,8,279
2016-03-20,Palais-Bourbon,Paris,6,290
2016-02-22,Enclos-St-Laurent,Paris,16,343
2015-01-31,Bourse,Paris,8,166
2016-02-22,Enclos-St-Laurent,Paris,7,77
2011-09-05,Luxembourg,Paris,6,227
2013-10-08,Louvre,Paris,10,151
2013-08-17,Vaugirard,Paris,2,50
2016-02-22,Pantheon,Paris,16,329
2016-02-22,Pantheon,Paris,9,107
2016-02-22,Pantheon,Paris,7,79
2014-09-03,Temple,Paris,5,91
2013-12-25,Hotel-de-Ville,Paris,4,170
2013-10-08,Elysee,Paris,10,154
2016-03-11,Popincourt,Paris,6,307
2010-05-09,Buttes-Montmartre,Paris,3,146
2010-05-09,Popincourt,Paris,5,242
2012-09-03,Hotel-de-Ville,Paris,6,154
2016-03-11,Enclos-St-Laurent,Paris,4,95
2016-03-11,Temple,Paris,7,201
2018-04-18,Reuilly,Paris,4,148
2015-11-10,Batignolles-Monceau,Paris,12,850
2018-04-18,Popincourt,Paris,6,95
2016-03-11,Luxembourg,Paris,5,213
2018-04-18,Vaugirard,Paris,4,165
2016-03-11,Pantheon,Paris,6,236
2018-04-18,Reuilly,Paris,4,153
2018-04-18,Louvre,Paris,4,262
2016-03-11,Passy,Paris,6,236
2016-03-11,Temple,Paris,4,225
2016-02-22,Pantheon,Paris,10,136
2016-03-11,Reuilly,Paris,4,129
2016-03-11,Temple,Paris,6,325
2016-02-22,Palais-Bourbon,Paris,7,87
2018-12-21,Temple,Paris,6,99
2018-12-21,Temple,Paris,8,113
2013-10-08,Bourse,Paris,8,140
2013-10-08,Bourse,Paris,8,134
2015-01-31,Bourse,Paris,8,156
2016-09-16,Elysee,Paris,6,242
2016-03-11,Gobelins,Paris,4,94
2015-01-31,Opera,Paris,6,94
2015-01-31,Vaugirard,Paris,8,150
2011-09-05,Luxembourg,Paris,6,201
2013-07-09,Elysee,Paris,8,375
2014-03-10,Temple,Paris,6,230
2015-01-31,Popincourt,Paris,10,150
2017-04-14,Passy,Paris,4,189
2015-06-13,Temple,Paris,8,92
2015-01-27,Vaugirard,Paris,6,140
2016-02-22,Luxembourg,Paris,10,141
2015-01-31,Bourse,Paris,12,168
2018-07-20,Enclos-St-Laurent,Paris,6,163
2018-09-06,Reuilly,Paris,4,90
2018-11-29,Hotel-de-Ville,Paris,5,156
2019-10-17,Elysee,Paris,6,126
2015-01-31,Temple,Paris,8,96
2015-01-31,Louvre,Paris,8,126
2013-07-27,Vaugirard,Paris,6,170
2019-06-10,Elysee,Paris,4,290
2015-01-31,Popincourt,Paris,10,174
2015-01-31,Temple,Paris,6,120
2019-12-20,Enclos-St-Laurent,Paris,6,107
2019-12-20,Enclos-St-Laurent,Paris,6,103
2019-12-20,Enclos-St-Laurent,Paris,6,99
2013-10-08,Pantheon,Paris,12,157
2015-01-31,Popincourt,Paris,8,108
2019-12-04,Opera,Paris,6,104
2016-02-22,Palais-Bourbon,Paris,12,114
2016-09-16,Bourse,Paris,6,180
2015-01-31,Gobelins,Paris,10,142
2015-01-31,Reuilly,Paris,6,96
2017-04-14,Buttes-Montmartre,Paris,4,135
2019-12-20,Popincourt,Paris,6,118
2013-07-22,Bourse,Paris,6,175
2015-01-31,Popincourt,Paris,10,156
2019-09-15,Popincourt,Paris,6,140
2015-01-31,Luxembourg,Paris,7,132
2015-02-24,Hotel-de-Ville,Paris,6,256
2019-09-15,Bourse,Paris,10,180
2019-12-04,Gobelins,Paris,6,86
2015-01-31,Bourse,Paris,6,132
2013-10-08,Louvre,Paris,14,176
2014-04-25,Palais-Bourbon,Paris,4,85
2016-08-01,Vaugirard,Paris,5,150
2016-02-21,Gobelins,Paris,6,150
2015-01-31,Bourse,Paris,8,174
2019-09-15,Bourse,Paris,6,110
2015-01-31,Vaugirard,Paris,6,126
2020-07-08,Hotel-de-Ville,Paris,6,97
2015-06-13,Bourse,Paris,6,92
2014-04-25,Palais-Bourbon,Paris,4,85
2015-01-31,Popincourt,Paris,8,228
2014-07-09,Batignolles-Monceau,Paris,2,63
2014-07-09,Batignolles-Monceau,Paris,2,59
2015-07-02,Passy,Paris,2,50
2012-08-28,Luxembourg,Paris,2,100
2016-01-07,Observatoire,Paris,2,30
2012-07-04,Buttes-Montmartre,Paris,2,41
2012-10-27,Observatoire,Paris,2,59
2013-06-04,Bourse,Paris,2,70
2011-09-05,Popincourt,Paris,2,55
2014-09-03,Opera,Paris,3,64
2015-06-09,Popincourt,Paris,2,50
2017-08-14,Temple,Paris,2,49
2016-01-07,Observatoire,Paris,2,30
2016-02-18,Temple,Paris,2,45
2018-06-05,Observatoire,Paris,2,60
2016-03-20,Louvre,Paris,2,144
2016-12-27,Gobelins,Paris,2,50
2019-06-20,Elysee,Paris,2,70
2014-03-04,Hotel-de-Ville,Paris,2,48
2018-07-16,Batignolles-Monceau,Paris,2,65
2020-01-02,Pantheon,Paris,2,59
2017-07-10,Elysee,Paris,3,100
2020-01-02,Pantheon,Paris,2,60
2020-02-02,Louvre,Paris,4,69
2017-04-12,Temple,Paris,2,50
2016-07-04,Popincourt,Paris,2,60
2014-04-25,Passy,Paris,3,59
2014-03-04,Hotel-de-Ville,Paris,2,76
2018-03-27,Passy,Paris,2,30
2017-08-14,Temple,Paris,2,55
2020-06-02,Observatoire,Paris,2,50
2018-05-24,Vaugirard,Paris,3,60
2016-05-17,Elysee,Paris,3,90
2016-05-23,Buttes-Chaumont,Paris,2,50
2019-04-01,Passy,Paris,4,140
2015-04-07,Popincourt,Paris,2,50
2018-06-05,Observatoire,Paris,2,50
2019-06-10,Passy,Paris,2,65
2014-06-19,Hotel-de-Ville,Paris,4,135
2014-12-04,Vaugirard,Paris,4,120
2013-06-11,Temple,Paris,4,71
2017-08-21,Temple,Paris,2,94
2013-06-11,Temple,Paris,2,58
2019-02-20,Palais-Bourbon,Paris,2,48
2015-01-27,Batignolles-Monceau,Paris,2,110
2016-01-29,Elysee,Paris,4,100
2014-03-10,Batignolles-Monceau,Paris,2,68
2018-11-22,Buttes-Chaumont,Paris,2,58
2014-03-10,Enclos-St-Laurent,Paris,2,87
2012-09-03,Hotel-de-Ville,Paris,2,79
2015-10-06,Popincourt,Paris,2,51
2015-10-06,Popincourt,Paris,2,51
2013-04-20,Batignolles-Monceau,Paris,2,45
2015-09-17,Temple,Paris,2,65
2016-03-11,Vaugirard,Paris,2,65
2016-03-11,Luxembourg,Paris,2,101
2016-02-28,Palais-Bourbon,Paris,2,30
2018-04-18,Menilmontant,Paris,3,82
2016-09-16,Bourse,Paris,2,59
2018-04-19,Menilmontant,Paris,2,53
2013-04-20,Enclos-St-Laurent,Paris,2,54
2016-03-11,Enclos-St-Laurent,Paris,2,70
2016-03-11,Enclos-St-Laurent,Paris,2,71
2016-09-16,Temple,Paris,2,90
2013-04-20,Popincourt,Paris,2,43
2017-04-14,Buttes-Montmartre,Paris,2,100
2015-09-17,Temple,Paris,6,78
2015-01-31,Vaugirard,Paris,4,48
2018-10-12,Passy,Paris,4,140
2019-08-14,Bourse,Paris,2,38
2018-03-06,Batignolles-Monceau,Paris,1,65
2015-01-31,Bourse,Paris,2,42
2015-08-05,Popincourt,Paris,2,65
2017-04-14,Luxembourg,Paris,4,153
2016-03-11,Buttes-Montmartre,Paris,2,1179
2015-01-31,Enclos-St-Laurent,Paris,4,60
2015-01-31,Enclos-St-Laurent,Paris,4,52
2018-04-18,Popincourt,Paris,2,95
2015-07-24,Temple,Paris,2,190
2015-07-24,Temple,Paris,2,190
2019-09-15,Enclos-St-Laurent,Paris,2,42
2016-03-11,Temple,Paris,2,36
2018-10-12,Elysee,Paris,2,90
2019-06-10,Observatoire,Paris,2,35
2020-07-14,Reuilly,Paris,3,89
2015-01-31,Popincourt,Paris,4,52
2016-09-16,Bourse,Paris,2,78
2018-04-19,Popincourt,Paris,2,60
2018-10-12,Opera,Paris,2,90
2012-09-03,Enclos-St-Laurent,Paris,2,132
2017-04-14,Vaugirard,Paris,2,71
2019-11-28,Opera,Paris,2,59
2017-04-14,Buttes-Montmartre,Paris,2,45
2016-01-29,Elysee,Paris,4,90
2019-11-29,Passy,Paris,2,101
2014-06-20,Palais-Bourbon,Paris,4,192
2014-06-20,Palais-Bourbon,Paris,2,86
2014-06-20,Palais-Bourbon,Paris,2,86
2014-06-20,Vaugirard,Paris,2,86
2014-06-20,Vaugirard,Paris,2,86
2014-06-20,Palais-Bourbon,Paris,2,86
2014-06-20,Vaugirard,Paris,2,86
2014-06-20,Vaugirard,Paris,2,115
2014-06-20,Vaugirard,Paris,2,115
2014-06-20,Palais-Bourbon,Paris,2,115
2014-06-20,Vaugirard,Paris,2,115
2014-06-20,Vaugirard,Paris,2,115
2014-06-20,Vaugirard,Paris,2,115
2014-06-20,Palais-Bourbon,Paris,2,115
2014-06-20,Palais-Bourbon,Paris,2,115
2014-06-20,Palais-Bourbon,Paris,2,115
2014-06-20,Vaugirard,Paris,2,96
2014-06-20,Palais-Bourbon,Paris,2,96
2014-06-20,Vaugirard,Paris,2,96
2019-11-28,Buttes-Montmartre,Paris,2,42
2019-11-28,Opera,Paris,2,44
2012-04-10,Vaugirard,Paris,2,57
2015-07-28,Elysee,Paris,1,40
2012-04-10,Elysee,Paris,2,89
2012-04-10,Temple,Paris,3,39
2012-04-10,Temple,Paris,2,38
2017-09-18,Gobelins,Paris,6,177
2017-09-18,Enclos-St-Laurent,Paris,5,165
2012-04-10,Popincourt,Paris,2,48
2012-04-10,Enclos-St-Laurent,Paris,5,57
2012-04-10,Passy,Paris,2,84
2012-04-10,Temple,Paris,2,70
2012-04-10,Buttes-Montmartre,Paris,2,32
2012-04-10,Popincourt,Paris,6,123
2018-12-14,Bourse,Paris,8,535
2012-04-10,Temple,Paris,2,102
2017-09-18,Enclos-St-Laurent,Paris,4,95
2018-12-14,Bourse,Paris,6,130
2017-09-18,Enclos-St-Laurent,Paris,4,159
2017-09-18,Opera,Paris,2,80
2017-09-18,Buttes-Chaumont,Paris,2,68
2017-09-18,Menilmontant,Paris,2,95
2018-12-14,Temple,Paris,6,92
2012-04-10,Popincourt,Paris,3,62
2017-09-18,Vaugirard,Paris,4,295
2017-09-18,Vaugirard,Paris,5,339
2017-09-18,Reuilly,Paris,6,115
2017-09-18,Reuilly,Paris,6,106
2017-09-18,Reuilly,Paris,6,111
2012-04-10,Louvre,Paris,2,57
2018-12-14,Batignolles-Monceau,Paris,2,52
2018-12-14,Buttes-Montmartre,Paris,6,104
2018-12-14,Passy,Paris,2,52
2012-04-10,Temple,Paris,2,38
2012-04-10,Buttes-Montmartre,Paris,2,49
2012-04-10,Louvre,Paris,2,46
2020-07-07,Enclos-St-Laurent,Paris,2,52
2020-07-07,Enclos-St-Laurent,Paris,4,69
2020-07-07,Enclos-St-Laurent,Paris,2,61
2020-07-07,Enclos-St-Laurent,Paris,2,57
2020-07-07,Enclos-St-Laurent,Paris,4,70
2020-07-07,Enclos-St-Laurent,Paris,2,54
2020-07-07,Enclos-St-Laurent,Paris,2,59
2020-07-07,Enclos-St-Laurent,Paris,4,62
2020-07-07,Enclos-St-Laurent,Paris,4,66
2020-07-07,Enclos-St-Laurent,Paris,2,55
2012-04-10,Popincourt,Paris,2,40
2020-07-07,Enclos-St-Laurent,Paris,2,59
2012-04-10,Louvre,Paris,2,39
2015-11-06,Buttes-Montmartre,Paris,5,136
2012-04-10,Batignolles-Monceau,Paris,2,52
2016-01-27,Bourse,Paris,13,570
2016-01-27,Bourse,Paris,12,750
2017-01-24,Passy,Paris,2,76
2017-01-24,Passy,Paris,2,71
2017-01-24,Passy,Paris,2,76
2017-01-24,Passy,Paris,2,65
2017-01-24,Passy,Paris,2,86
2017-01-24,Passy,Paris,2,83
2017-01-24,Passy,Paris,2,68
2017-01-24,Passy,Paris,4,106
2017-01-24,Passy,Paris,4,107
2017-01-24,Passy,Paris,4,93
2017-01-24,Passy,Paris,4,148
2017-01-24,Passy,Paris,6,217
2017-01-24,Passy,Paris,4,94
2017-01-24,Passy,Paris,2,85
2017-01-24,Passy,Paris,2,85
2017-01-24,Passy,Paris,4,97
2017-01-24,Passy,Paris,4,97
2017-01-24,Passy,Paris,4,97
2017-01-24,Passy,Paris,2,115
2016-01-27,Temple,Paris,15,998
2016-01-27,Enclos-St-Laurent,Paris,13,905
2016-01-27,Temple,Paris,10,766
2017-01-24,Passy,Paris,4,97
2017-01-24,Passy,Paris,4,97
2016-01-27,Louvre,Paris,15,845
2016-01-27,Luxembourg,Paris,11,2299
2017-01-24,Passy,Paris,2,85
2017-01-24,Passy,Paris,2,85
2017-01-24,Passy,Paris,4,97
2017-01-24,Passy,Paris,2,72
2016-01-27,Temple,Paris,11,2299
2017-01-24,Passy,Paris,4,101
2016-01-27,Temple,Paris,10,613
2016-01-27,Temple,Paris,15,998
2016-01-27,Temple,Paris,11,971
2016-01-27,Enclos-St-Laurent,Paris,15,971
2016-01-27,Temple,Paris,15,971
2016-01-27,Elysee,Paris,14,971
2016-01-27,Elysee,Paris,14,971
2016-01-27,Temple,Paris,14,827
2016-01-27,Bourse,Paris,16,870
2016-01-27,Elysee,Paris,10,971
2016-01-27,Bourse,Paris,10,601
2016-01-27,Bourse,Paris,10,601
2016-01-27,Bourse,Paris,10,780
2016-01-27,Bourse,Paris,10,780
2016-01-27,Bourse,Paris,10,601
2016-01-27,Bourse,Paris,16,2400
2016-01-27,Bourse,Paris,12,501
2016-01-27,Bourse,Paris,13,501
2016-01-27,Bourse,Paris,11,891
2016-01-27,Bourse,Paris,13,613
2016-01-27,Bourse,Paris,13,613
2016-01-27,Bourse,Paris,10,715
2016-01-27,Bourse,Paris,8,385
2016-01-27,Opera,Paris,6,397
2016-01-27,Elysee,Paris,11,724
2016-01-27,Bourse,Paris,11,638
2016-01-27,Opera,Paris,8,307
2016-01-27,Enclos-St-Laurent,Paris,12,638
2016-01-27,Luxembourg,Paris,15,1073
2016-01-27,Bourse,Paris,8,1306
2016-01-27,Bourse,Paris,11,1633
2016-01-27,Bourse,Paris,6,613
2016-01-27,Bourse,Paris,9,694
2016-01-27,Bourse,Paris,14,563
2016-01-27,Bourse,Paris,14,563
2016-01-27,Bourse,Paris,6,257
2016-01-27,Enclos-St-Laurent,Paris,8,442
2016-01-27,Bourse,Paris,8,1306
2016-01-27,Bourse,Paris,10,354
2016-01-27,Enclos-St-Laurent,Paris,10,409
2016-01-27,Bourse,Paris,12,766
2016-01-27,Bourse,Paris,11,751
2016-01-27,Bourse,Paris,9,977
2016-01-27,Bourse,Paris,9,989
2016-01-27,Bourse,Paris,8,613
2016-01-27,Temple,Paris,8,474
2016-01-27,Temple,Paris,10,630
2016-01-27,Temple,Paris,14,570
2016-01-27,Opera,Paris,6,450
2016-01-27,Temple,Paris,8,879
2016-01-27,Louvre,Paris,8,510
2016-01-27,Batignolles-Monceau,Paris,4,257
2016-01-27,Enclos-St-Laurent,Paris,8,609
2016-01-27,Bourse,Paris,7,515
2016-01-27,Bourse,Paris,8,695
2016-01-27,Bourse,Paris,8,390
2016-01-27,Bourse,Paris,11,664
2016-01-27,Bourse,Paris,6,450
2016-01-27,Elysee,Paris,10,630
2016-01-27,Temple,Paris,9,450
2016-01-27,Bourse,Paris,12,613
2016-01-27,Temple,Paris,12,570
2016-01-27,Bourse,Paris,16,1154
2016-01-27,Bourse,Paris,10,570
2016-01-27,Bourse,Paris,12,613
2016-01-27,Bourse,Paris,10,835
2016-01-27,Bourse,Paris,10,601
2016-01-27,Bourse,Paris,7,257
2014-07-25,Popincourt,Paris,3,69
2014-11-02,Buttes-Chaumont,Paris,2,60
2012-07-21,Observatoire,Paris,4,140
2017-09-18,Pantheon,Paris,2,82
2010-05-09,Luxembourg,Paris,3,231
2015-04-10,Louvre,Paris,2,500
2015-04-10,Temple,Paris,1,600
2016-02-18,Temple,Paris,4,91
2016-03-11,Menilmontant,Paris,2,130
2014-09-05,Bourse,Paris,4,85
2017-09-18,Buttes-Chaumont,Paris,2,89
2017-04-12,Popincourt,Paris,2,55
2017-11-21,Passy,Paris,3,75
2019-12-02,Elysee,Paris,3,650
2017-04-14,Buttes-Montmartre,Paris,4,89
2020-02-11,Popincourt,Paris,2,60
2016-03-03,Vaugirard,Paris,2,100
2018-04-18,Enclos-St-Laurent,Paris,2,95
2015-01-31,Gobelins,Paris,6,84
2015-01-31,Gobelins,Paris,4,84
2015-01-31,Gobelins,Paris,6,84
2013-07-22,Louvre,Paris,2,77
2013-07-22,Hotel-de-Ville,Paris,2,108
2013-07-22,Hotel-de-Ville,Paris,3,152
2019-09-15,Vaugirard,Paris,4,47
2019-09-15,Louvre,Paris,4,114
2017-04-14,Palais-Bourbon,Paris,2,142
2014-04-25,Palais-Bourbon,Paris,2,60
2016-09-16,Bourse,Paris,2,79
2018-11-22,Menilmontant,Paris,4,148
2017-04-14,Temple,Paris,4,142
2017-04-14,Bourse,Paris,3,124
2017-04-14,Temple,Paris,4,106
2013-07-22,Hotel-de-Ville,Paris,4,108
2012-11-23,Buttes-Montmartre,Paris,2,90
2017-04-14,Luxembourg,Paris,4,165
2017-04-14,Enclos-St-Laurent,Paris,3,106
2012-11-23,Buttes-Montmartre,Paris,2,90
2017-04-14,Popincourt,Paris,4,77
2015-01-31,Buttes-Chaumont,Paris,4,60
2013-07-27,Popincourt,Paris,3,69
2017-04-14,Buttes-Chaumont,Paris,2,65
2016-03-11,Opera,Paris,2,118
2015-01-31,Bourse,Paris,6,70
2012-04-10,Enclos-St-Laurent,Paris,4,56
2019-08-11,Vaugirard,Paris,2,43
2017-04-14,Popincourt,Paris,2,83
2016-07-17,Batignolles-Monceau,Paris,4,45
2016-02-18,Luxembourg,Paris,2,86
2012-04-10,Temple,Paris,4,69
2016-02-18,Vaugirard,Paris,4,219
2017-05-11,Enclos-St-Laurent,Paris,4,48
2015-05-03,Batignolles-Monceau,Paris,2,60
2018-08-05,Popincourt,Paris,2,49
2019-12-04,Popincourt,Paris,4,81
2013-05-27,Elysee,Paris,2,71
2011-10-25,Enclos-St-Laurent,Paris,4,250
2014-07-09,Batignolles-Monceau,Paris,4,89
2014-04-06,Batignolles-Monceau,Paris,3,80
2014-04-06,Gobelins,Paris,2,45
2016-09-16,Bourse,Paris,2,78
